,idx,class_label,presence_terminal_loop,start_loop_upperhalf_col,highest_point_loop_upperhalf_row,highest_point_loop_upperhalf_col,loop_length,loop_width,gap_start,palindrome_score,asymmetric,large_asymmetric_bulge,largest_asym_bulge_strand_location,largest_asym_bulge_sequence_location,stem_begin,stem_end,stem_length,total_length,base_pairs_in_stem,base_pairs_wobbles_in_stem,AU_pair_begin_maturemiRNA,UGU
5938,5938,1,True,3.0,4.0,2.0,18.0,4.0,,0.9583333333333334,False,,,,71,4,67,71,0.8382352941176471,0.8970588235294118,False,False
5939,5939,0,True,7.0,0.0,4.0,25.0,8.0,,0.6545454545454545,False,9.0,upper,46.0,54,8,46,54,0.3191489361702128,0.425531914893617,True,False
5940,5940,0,True,2.0,4.0,1.0,18.0,3.0,,0.4528301886792453,False,12.0,upper,33.0,52,3,49,52,0.38,0.38,False,False
5941,5941,1,True,2.0,4.0,1.0,18.0,3.0,,0.9361702127659575,False,,,,46,3,43,46,0.6590909090909091,0.7045454545454546,False,True
5942,5942,0,True,7.0,2.0,5.0,22.0,8.0,,0.6323529411764706,False,4.0,upper,44.0,67,8,59,67,0.43333333333333335,0.5333333333333333,False,False
5943,5943,1,True,4.0,2.0,2.0,22.0,5.0,,0.9104477611940298,False,,,,66,5,61,66,0.6774193548387096,0.7096774193548387,True,False
5944,5944,1,False,,,,,,4.0,0.37,True,32.0,upper,46.0,99,0,99,99,0.24242424242424243,0.25252525252525254,False,False
5945,5945,1,True,5.0,2.0,3.0,22.0,6.0,,0.8333333333333334,False,,,,35,6,29,35,0.6333333333333333,0.6666666666666666,True,True
5946,5946,1,True,12.0,0.0,9.0,25.0,13.0,,0.98,False,,,,49,13,36,49,0.6756756756756757,0.7837837837837838,True,True
5947,5947,1,True,3.0,6.0,2.0,14.0,4.0,,0.9428571428571428,False,,,,34,4,30,34,0.7741935483870968,0.8709677419354839,True,False
5948,5948,1,True,4.0,2.0,2.0,22.0,5.0,,0.7857142857142857,False,,,,41,5,36,41,0.4594594594594595,0.7297297297297297,False,False
5949,5949,0,False,,,,,,8.0,0.42857142857142855,False,1.0,lower,15.0,34,0,34,34,0.058823529411764705,0.08823529411764706,False,False
5950,5950,0,False,,,,,,7.0,0.4,False,2.0,upper,24.0,39,0,39,39,0.2564102564102564,0.3076923076923077,False,False
5951,5951,1,True,7.0,2.0,4.0,22.0,8.0,,0.8771929824561403,False,,,,56,8,48,56,0.6326530612244898,0.7142857142857143,False,False
5952,5952,1,True,3.0,6.0,2.0,14.0,4.0,,0.9454545454545454,False,,,,54,4,50,54,0.8431372549019608,0.8431372549019608,True,False
5953,5953,1,True,2.0,4.0,1.0,18.0,3.0,,0.6428571428571429,False,12.0,upper,62.0,69,3,66,69,0.5223880597014925,0.5522388059701493,True,False
5954,5954,1,True,4.0,2.0,2.0,22.0,5.0,,0.875,False,,,,55,5,50,55,0.6274509803921569,0.7058823529411765,False,True
5955,5955,1,True,5.0,2.0,3.0,22.0,6.0,,0.9166666666666666,False,,,,47,6,41,47,0.7142857142857143,0.8333333333333334,False,False
5956,5956,1,True,10.0,0.0,6.0,25.0,11.0,,0.8103448275862069,False,2.0,lower,53.0,57,11,46,57,0.574468085106383,0.6382978723404256,False,True
5957,5957,0,True,4.0,2.0,2.0,22.0,5.0,,0.75,False,,,,47,5,42,47,0.5116279069767442,0.6511627906976745,True,False
5958,5958,0,True,12.0,0.0,9.0,25.0,13.0,,0.4375,False,20.0,lower,32.0,47,13,34,47,0.11428571428571428,0.14285714285714285,False,False
5959,5959,1,True,10.0,0.0,7.0,25.0,11.0,,0.8717948717948718,False,,,,38,11,27,38,0.6785714285714286,0.7142857142857143,True,False
5960,5960,1,True,3.0,4.0,2.0,18.0,4.0,,0.9615384615384616,False,,,,25,4,21,25,0.6818181818181818,0.8181818181818182,False,False
5961,5961,1,True,8.0,0.0,4.0,25.0,9.0,,0.8870967741935484,False,,,,61,9,52,61,0.6226415094339622,0.7547169811320755,True,True
5962,5962,1,True,7.0,0.0,4.0,25.0,8.0,,0.8333333333333334,False,1.0,upper,17.0,41,8,33,41,0.5588235294117647,0.7352941176470589,False,False
5963,5963,0,False,,,,,,5.0,0.375,True,2.0,lower,24.0,47,0,47,47,0.10638297872340426,0.1702127659574468,False,False
5964,5964,0,True,31.0,0.0,27.0,25.0,32.0,,0.8653846153846154,False,,,,51,32,19,51,0.55,0.6,True,False
5965,5965,1,True,2.0,4.0,1.0,18.0,3.0,,0.89,False,5.0,lower,23.0,99,3,96,99,0.7731958762886598,0.7731958762886598,True,False
5966,5966,1,True,4.0,2.0,2.0,22.0,5.0,,0.8478260869565217,False,,,,45,5,40,45,0.6585365853658537,0.7804878048780488,True,True
5967,5967,1,True,3.0,4.0,2.0,18.0,4.0,,0.7951807228915663,False,5.0,lower,70.0,82,4,78,82,0.5822784810126582,0.6455696202531646,False,True
5968,5968,1,True,2.0,4.0,1.0,18.0,3.0,,0.8059701492537313,False,,,,66,3,63,66,0.625,0.6875,True,False
5969,5969,0,False,,,,,,12.0,0.2978723404255319,True,5.0,upper,6.0,46,0,46,46,0.06521739130434782,0.08695652173913043,False,False
5970,5970,0,True,6.0,0.0,3.0,25.0,7.0,,0.7804878048780488,False,,,,40,7,33,40,0.5882352941176471,0.7058823529411765,False,True
5971,5971,1,True,4.0,2.0,2.0,22.0,5.0,,0.8194444444444444,False,7.0,lower,17.0,71,5,66,71,0.5671641791044776,0.6716417910447762,True,False
5972,5972,0,True,2.0,4.0,1.0,18.0,3.0,,0.6346153846153846,False,2.0,upper,41.0,51,3,48,51,0.40816326530612246,0.46938775510204084,False,False
5973,5973,1,True,2.0,4.0,1.0,18.0,3.0,,0.7090909090909091,False,1.0,upper,35.0,54,3,51,54,0.5384615384615384,0.5961538461538461,False,True
5974,5974,0,False,,,,,,4.0,0.36585365853658536,True,10.0,lower,34.0,40,0,40,40,0.15,0.2,False,False
5975,5975,0,False,,,,,,1.0,0.5411764705882353,False,3.0,upper,76.0,84,0,84,84,0.10714285714285714,0.19047619047619047,False,False
5976,5976,1,True,7.0,1.0,4.0,24.0,8.0,,0.8571428571428571,False,,,,34,8,26,34,0.6666666666666666,0.7407407407407407,True,True
5977,5977,1,False,,,,,,4.0,0.47540983606557374,False,1.0,upper,34.0,60,0,60,60,0.21666666666666667,0.2833333333333333,False,False
5978,5978,1,True,6.0,0.0,3.0,25.0,7.0,,0.8269230769230769,False,,,,51,7,44,51,0.6,0.7111111111111111,True,False
5979,5979,0,False,,,,,,2.0,0.4827586206896552,False,,,,28,0,28,28,0.03571428571428571,0.25,False,False
5980,5980,0,True,8.0,0.0,4.0,25.0,9.0,,0.58,False,7.0,upper,43.0,49,9,40,49,0.2682926829268293,0.3902439024390244,False,False
5981,5981,1,True,5.0,2.0,3.0,22.0,6.0,,0.8222222222222222,False,,,,44,6,38,44,0.5897435897435898,0.7692307692307693,True,False
5982,5982,1,True,5.0,3.0,3.0,20.0,6.0,,1.0,False,,,,32,6,26,32,0.6666666666666666,0.7777777777777778,False,False
5983,5983,1,True,7.0,0.0,4.0,25.0,8.0,,0.9411764705882353,False,,,,33,8,25,33,0.7692307692307693,0.8076923076923077,False,False
5984,5984,0,False,,,,,,14.0,0.2,True,6.0,upper,7.0,34,0,34,34,0.029411764705882353,0.058823529411764705,False,False
5985,5985,0,True,3.0,6.0,0.0,14.0,4.0,,0.9215686274509803,False,,,,50,4,46,50,0.5106382978723404,0.6808510638297872,False,True
5986,5986,0,False,,,,,,6.0,0.47058823529411764,False,3.0,upper,26.0,50,0,50,50,0.24,0.32,False,False
5987,5987,0,True,5.0,2.0,3.0,22.0,6.0,,0.7346938775510204,False,,,,48,6,42,48,0.4883720930232558,0.6046511627906976,False,False
5988,5988,1,True,12.0,0.0,8.0,25.0,13.0,,0.8545454545454545,False,,,,54,13,41,54,0.6190476190476191,0.7380952380952381,True,True
5989,5989,1,True,10.0,0.0,7.0,25.0,11.0,,0.9583333333333334,False,,,,47,11,36,47,0.7297297297297297,0.8648648648648649,True,True
5990,5990,1,False,,,,,,3.0,0.7714285714285715,False,,,,69,0,69,69,0.5652173913043478,0.6376811594202898,True,False
5991,5991,0,False,,,,,,4.0,0.4642857142857143,False,,,,27,0,27,27,0.1111111111111111,0.2222222222222222,False,False
5992,5992,1,True,7.0,0.0,4.0,25.0,8.0,,0.8611111111111112,False,,,,35,8,27,35,0.6071428571428571,0.7142857142857143,False,True
5993,5993,1,True,5.0,4.0,4.0,18.0,6.0,,0.8666666666666667,False,,,,44,6,38,44,0.6410256410256411,0.717948717948718,False,False
5994,5994,1,True,9.0,0.0,6.0,25.0,10.0,,0.8857142857142857,False,,,,34,10,24,34,0.72,0.72,True,False
5995,5995,1,True,5.0,3.0,3.0,20.0,6.0,,0.8269230769230769,False,,,,51,6,45,51,0.6739130434782609,0.7391304347826086,True,False
5996,5996,1,True,14.0,0.0,10.0,25.0,15.0,,0.7704918032786885,False,,,,60,15,45,60,0.5434782608695652,0.6739130434782609,False,False
5997,5997,1,True,2.0,4.0,1.0,18.0,3.0,,0.8484848484848485,False,,,,32,3,29,32,0.7333333333333333,0.8,True,True
5998,5998,0,True,3.0,4.0,2.0,18.0,4.0,,0.6818181818181818,False,3.0,lower,20.0,65,4,61,65,0.45161290322580644,0.5806451612903226,True,True
5999,5999,1,True,5.0,3.0,3.0,20.0,6.0,,0.7209302325581395,False,,,,42,6,36,42,0.4864864864864865,0.6216216216216216,False,False
6000,6000,0,True,17.0,0.0,14.0,25.0,18.0,,0.5076923076923077,False,,,,64,18,46,64,0.2978723404255319,0.3191489361702128,False,False
6001,6001,1,True,5.0,2.0,3.0,22.0,6.0,,0.8541666666666666,False,,,,47,6,41,47,0.7142857142857143,0.7857142857142857,True,False
6002,6002,0,False,,,,,,5.0,0.25862068965517243,True,6.0,lower,13.0,57,0,57,57,0.03508771929824561,0.07017543859649122,False,False
6003,6003,1,True,6.0,0.0,3.0,25.0,7.0,,0.9767441860465116,False,,,,42,7,35,42,0.7777777777777778,0.8055555555555556,False,False
6004,6004,0,False,,,,,,4.0,0.46,False,,,,49,0,49,49,0.061224489795918366,0.10204081632653061,False,False
6005,6005,1,True,3.0,4.0,2.0,18.0,4.0,,0.9607843137254902,False,,,,50,4,46,50,0.8085106382978723,0.8936170212765957,True,False
6006,6006,1,True,7.0,0.0,4.0,25.0,8.0,,0.7647058823529411,False,,,,50,8,42,50,0.5813953488372093,0.7209302325581395,True,True
6007,6007,1,True,4.0,2.0,2.0,22.0,5.0,,0.8235294117647058,False,,,,33,5,28,33,0.6206896551724138,0.6206896551724138,False,False
6008,6008,0,False,,,,,,4.0,0.42857142857142855,False,,,,27,0,27,27,0.14814814814814814,0.18518518518518517,False,False
6009,6009,0,True,10.0,0.0,5.0,25.0,11.0,,0.4864864864864865,False,1.0,upper,22.0,36,11,25,36,0.0,0.038461538461538464,False,False
6010,6010,0,False,,,,,,2.0,0.6097560975609756,False,,,,40,0,40,40,0.275,0.275,False,False
6011,6011,1,True,5.0,2.0,3.0,22.0,6.0,,0.84375,False,,,,31,6,25,31,0.5769230769230769,0.7307692307692307,False,False
6012,6012,1,True,11.0,0.0,7.0,25.0,12.0,,0.9423076923076923,False,,,,51,12,39,51,0.675,0.775,False,True
6013,6013,0,False,,,,,,5.0,0.36,True,11.0,lower,33.0,49,0,49,49,0.08163265306122448,0.12244897959183673,False,False
6014,6014,1,True,4.0,2.0,2.0,22.0,5.0,,0.75,False,,,,63,5,58,63,0.6101694915254238,0.6610169491525424,False,False
6015,6015,0,True,5.0,4.0,4.0,18.0,6.0,,0.5576923076923077,False,14.0,lower,44.0,51,6,45,51,0.3695652173913043,0.41304347826086957,True,False
6016,6016,0,True,3.0,4.0,2.0,18.0,4.0,,0.6,False,8.0,upper,22.0,49,4,45,49,0.32608695652173914,0.45652173913043476,True,False
6017,6017,1,False,,,,,,12.0,0.4117647058823529,False,7.0,lower,7.0,84,0,84,84,0.09523809523809523,0.17857142857142858,False,False
6018,6018,0,True,6.0,0.0,3.0,25.0,7.0,,0.75,False,,,,43,7,36,43,0.5945945945945946,0.6486486486486487,False,False
6019,6019,0,True,5.0,2.0,3.0,22.0,6.0,,0.8833333333333333,False,,,,59,6,53,59,0.2962962962962963,0.3333333333333333,False,False
6020,6020,0,False,,,,,,6.0,0.32727272727272727,True,7.0,lower,28.0,54,0,54,54,0.037037037037037035,0.07407407407407407,False,False
6021,6021,0,False,,,,,,5.0,0.2777777777777778,True,1.0,upper,10.0,35,0,35,35,0.05714285714285714,0.05714285714285714,False,False
6022,6022,0,True,4.0,2.0,2.0,22.0,5.0,,0.6511627906976745,False,5.0,lower,31.0,42,5,37,42,0.42105263157894735,0.42105263157894735,True,False
6023,6023,1,True,5.0,2.0,3.0,22.0,6.0,,0.7857142857142857,False,,,,41,6,35,41,0.6111111111111112,0.6666666666666666,False,False
6024,6024,0,False,,,,,,6.0,0.46153846153846156,False,,,,38,0,38,38,0.10526315789473684,0.10526315789473684,False,False
6025,6025,1,True,6.0,0.0,3.0,25.0,7.0,,0.82,False,,,,49,7,42,49,0.7209302325581395,0.7441860465116279,True,False
6026,6026,0,False,,,,,,3.0,0.5,False,7.0,upper,50.0,59,0,59,59,0.13559322033898305,0.2033898305084746,False,False
6027,6027,0,False,,,,,,4.0,0.29411764705882354,True,6.0,upper,29.0,33,0,33,33,0.09090909090909091,0.21212121212121213,False,False
6028,6028,0,False,,,,,,10.0,0.4418604651162791,False,2.0,lower,5.0,42,0,42,42,0.11904761904761904,0.16666666666666666,False,False
6029,6029,1,True,3.0,7.0,2.0,12.0,4.0,,0.9333333333333333,False,,,,44,4,40,44,0.6585365853658537,0.7804878048780488,True,False
6030,6030,1,True,5.0,3.0,3.0,20.0,6.0,,0.8333333333333334,False,,,,35,6,29,35,0.5333333333333333,0.7333333333333333,True,False
6031,6031,0,True,3.0,6.0,0.0,14.0,4.0,,0.8055555555555556,False,,,,35,4,31,35,0.5,0.59375,False,False
6032,6032,1,True,7.0,2.0,5.0,22.0,8.0,,0.94,False,,,,99,8,91,99,0.75,0.7717391304347826,False,False
6033,6033,0,False,,,,,,3.0,0.38,True,5.0,lower,17.0,49,0,49,49,0.16326530612244897,0.1836734693877551,False,False
6034,6034,1,True,13.0,0.0,10.0,25.0,14.0,,0.9387755102040817,False,,,,48,14,34,48,0.7428571428571429,0.8857142857142857,True,False
6035,6035,1,True,4.0,2.0,2.0,22.0,5.0,,0.9166666666666666,False,,,,47,5,42,47,0.6511627906976745,0.7906976744186046,True,True
6036,6036,0,True,3.0,4.0,2.0,18.0,4.0,,0.6136363636363636,False,6.0,upper,24.0,43,4,39,43,0.225,0.225,False,False
6037,6037,0,False,,,,,,41.0,0.125,True,33.0,lower,20.0,63,0,63,63,0.0,0.031746031746031744,False,False
6038,6038,0,False,,,,,,2.0,0.46808510638297873,False,,,,46,0,46,46,0.1956521739130435,0.2608695652173913,False,False
6039,6039,1,True,12.0,0.0,8.0,25.0,13.0,,0.8163265306122449,False,,,,48,13,35,48,0.75,0.75,True,False
6040,6040,1,True,17.0,0.0,14.0,25.0,18.0,,0.97,False,,,,99,18,81,99,0.6829268292682927,0.7926829268292683,False,False
6041,6041,1,True,15.0,0.0,12.0,25.0,16.0,,0.9491525423728814,False,,,,58,16,42,58,0.7441860465116279,0.8372093023255814,False,True
6042,6042,0,True,3.0,4.0,2.0,18.0,4.0,,0.5901639344262295,False,3.0,lower,14.0,60,4,56,60,0.45614035087719296,0.5263157894736842,True,False
6043,6043,0,True,4.0,2.0,2.0,22.0,5.0,,0.6829268292682927,False,,,,40,5,35,40,0.4444444444444444,0.6111111111111112,False,False
6044,6044,0,False,,,,,,3.0,0.4897959183673469,False,2.0,upper,18.0,48,0,48,48,0.2708333333333333,0.3333333333333333,False,False
6045,6045,1,True,3.0,6.0,2.0,14.0,4.0,,0.76,False,,,,49,4,45,49,0.6739130434782609,0.717391304347826,False,False
6046,6046,0,False,,,,,,3.0,0.4857142857142857,False,1.0,lower,9.0,34,0,34,34,0.11764705882352941,0.20588235294117646,False,False
6047,6047,0,False,,,,,,3.0,0.1836734693877551,True,18.0,lower,37.0,48,0,48,48,0.0625,0.0625,False,False
6048,6048,1,True,5.0,2.0,3.0,22.0,6.0,,0.9454545454545454,False,,,,54,6,48,54,0.6530612244897959,0.7346938775510204,False,False
6049,6049,1,True,5.0,2.0,3.0,22.0,6.0,,0.88,False,,,,49,6,43,49,0.6590909090909091,0.75,True,False
6050,6050,0,False,,,,,,8.0,0.40625,False,1.0,lower,23.0,31,0,31,31,0.0967741935483871,0.12903225806451613,False,False
6051,6051,0,True,5.0,3.0,3.0,20.0,6.0,,0.36363636363636365,True,25.0,lower,49.0,65,6,59,65,0.25,0.2833333333333333,False,False
6052,6052,0,False,,,,,,10.0,0.3793103448275862,True,2.0,upper,5.0,28,0,28,28,0.21428571428571427,0.21428571428571427,False,False
6053,6053,1,True,8.0,0.0,4.0,25.0,9.0,,0.9782608695652174,False,,,,45,9,36,45,0.7567567567567568,0.8378378378378378,True,False
6054,6054,0,False,,,,,,3.0,0.30434782608695654,True,8.0,lower,41.0,45,0,45,45,0.022222222222222223,0.1111111111111111,False,False
6055,6055,1,True,7.0,2.0,4.0,22.0,8.0,,0.9142857142857143,False,,,,34,8,26,34,0.7777777777777778,0.8148148148148148,True,False
6056,6056,0,True,3.0,5.0,2.0,16.0,4.0,,0.5833333333333334,False,3.0,upper,17.0,35,4,31,35,0.34375,0.53125,True,True
6057,6057,1,True,2.0,4.0,1.0,18.0,3.0,,1.0,False,,,,39,3,36,39,0.8378378378378378,0.918918918918919,False,False
6058,6058,0,True,8.0,0.0,5.0,25.0,9.0,,0.7857142857142857,False,,,,41,9,32,41,0.6060606060606061,0.6363636363636364,False,True
6059,6059,1,True,7.0,1.0,4.0,24.0,8.0,,0.8727272727272727,False,,,,54,8,46,54,0.5957446808510638,0.6382978723404256,False,False
6060,6060,1,True,18.0,0.0,15.0,25.0,19.0,,0.82,False,7.0,lower,63.0,99,19,80,99,0.6172839506172839,0.6666666666666666,False,True
6061,6061,0,False,,,,,,2.0,0.45714285714285713,False,1.0,lower,13.0,34,0,34,34,0.058823529411764705,0.14705882352941177,False,False
6062,6062,0,True,4.0,2.0,2.0,22.0,5.0,,0.5714285714285714,False,9.0,lower,43.0,48,5,43,48,0.4090909090909091,0.5227272727272727,False,False
6063,6063,0,False,,,,,,5.0,0.71875,False,,,,31,0,31,31,0.0967741935483871,0.12903225806451613,False,False
6064,6064,1,True,4.0,2.0,2.0,22.0,5.0,,0.5866666666666667,False,5.0,lower,51.0,74,5,69,74,0.4714285714285714,0.5285714285714286,False,False
6065,6065,1,True,6.0,0.0,3.0,25.0,7.0,,1.0,False,,,,35,7,28,35,0.896551724137931,0.9310344827586207,True,False
6066,6066,1,True,7.0,0.0,4.0,25.0,8.0,,1.0,False,,,,42,8,34,42,0.7428571428571429,0.9428571428571428,False,False
6067,6067,0,True,7.0,2.0,4.0,22.0,8.0,,0.7391304347826086,False,,,,45,8,37,45,0.5,0.5526315789473685,False,False
6068,6068,0,True,5.0,2.0,3.0,22.0,6.0,,0.6515151515151515,False,10.0,lower,48.0,65,6,59,65,0.31666666666666665,0.38333333333333336,False,False
6069,6069,0,False,,,,,,6.0,0.4117647058823529,False,1.0,upper,13.0,33,0,33,33,0.15151515151515152,0.15151515151515152,False,False
6070,6070,0,True,5.0,2.0,3.0,22.0,6.0,,0.7073170731707317,False,5.0,upper,22.0,40,6,34,40,0.34285714285714286,0.5714285714285714,False,False
6071,6071,1,True,12.0,0.0,9.0,25.0,13.0,,0.9772727272727273,False,,,,43,13,30,43,0.7096774193548387,0.8387096774193549,True,False
6072,6072,0,False,,,,,,4.0,0.3611111111111111,True,6.0,lower,14.0,35,0,35,35,0.11428571428571428,0.17142857142857143,False,False
6073,6073,0,True,5.0,2.0,3.0,22.0,6.0,,0.72,False,,,,49,6,43,49,0.4772727272727273,0.6363636363636364,False,False
6074,6074,1,True,11.0,0.0,8.0,25.0,12.0,,0.7659574468085106,False,4.0,upper,38.0,46,12,34,46,0.45714285714285713,0.4857142857142857,False,True
6075,6075,0,False,,,,,,11.0,0.4666666666666667,False,4.0,lower,20.0,44,0,44,44,0.06818181818181818,0.25,False,False
6076,6076,0,False,,,,,,7.0,0.39473684210526316,True,4.0,lower,27.0,37,0,37,37,0.10810810810810811,0.13513513513513514,False,False
6077,6077,0,False,,,,,,11.0,0.27586206896551724,True,6.0,upper,20.0,57,0,57,57,0.05263157894736842,0.10526315789473684,False,False
6078,6078,1,True,4.0,2.0,2.0,22.0,5.0,,0.75,False,2.0,lower,33.0,63,5,58,63,0.6101694915254238,0.6779661016949152,False,False
6079,6079,1,True,5.0,2.0,3.0,22.0,6.0,,0.8541666666666666,False,,,,47,6,41,47,0.6904761904761905,0.7619047619047619,False,False
6080,6080,1,False,,,,,,6.0,0.4533333333333333,False,4.0,upper,67.0,74,0,74,74,0.0945945945945946,0.1891891891891892,False,False
6081,6081,0,False,,,,,,4.0,0.28,True,10.0,upper,42.0,49,0,49,49,0.12244897959183673,0.16326530612244897,False,False
6082,6082,0,True,10.0,0.0,7.0,25.0,11.0,,0.7045454545454546,False,1.0,lower,35.0,43,11,32,43,0.5151515151515151,0.5757575757575758,False,False
6083,6083,1,True,7.0,0.0,4.0,25.0,8.0,,0.6617647058823529,False,,,,67,8,59,67,0.48333333333333334,0.5833333333333334,False,True
6084,6084,0,False,,,,,,4.0,0.6153846153846154,False,2.0,lower,15.0,38,0,38,38,0.05263157894736842,0.07894736842105263,False,False
6085,6085,0,False,,,,,,6.0,0.3235294117647059,True,,,,33,0,33,33,0.0,0.09090909090909091,False,False
6086,6086,0,True,3.0,4.0,2.0,18.0,4.0,,0.4727272727272727,False,,,,54,4,50,54,0.39215686274509803,0.4117647058823529,False,False
6087,6087,1,True,3.0,5.0,2.0,16.0,4.0,,0.9411764705882353,False,,,,67,4,63,67,0.734375,0.859375,True,False
6088,6088,0,True,7.0,0.0,4.0,25.0,8.0,,0.6862745098039216,False,,,,50,8,42,50,0.5116279069767442,0.5813953488372093,False,False
6089,6089,0,False,,,,,,21.0,0.15384615384615385,True,13.0,upper,10.0,38,0,38,38,0.10526315789473684,0.13157894736842105,False,False
6090,6090,0,False,,,,,,6.0,0.38461538461538464,True,2.0,lower,16.0,25,0,25,25,0.04,0.04,False,False
6091,6091,0,False,,,,,,4.0,0.2777777777777778,True,12.0,lower,26.0,53,0,53,53,0.03773584905660377,0.09433962264150944,False,False
6092,6092,1,True,7.0,0.0,4.0,25.0,8.0,,0.9090909090909091,False,,,,65,8,57,65,0.6551724137931034,0.7241379310344828,False,False
6093,6093,1,True,5.0,2.0,3.0,22.0,6.0,,0.9285714285714286,False,,,,27,6,21,27,0.9090909090909091,0.9090909090909091,False,True
6094,6094,1,True,8.0,0.0,4.0,25.0,9.0,,0.8103448275862069,False,,,,57,9,48,57,0.5918367346938775,0.6326530612244898,False,False
6095,6095,0,True,2.0,4.0,1.0,18.0,3.0,,0.74,False,1.0,upper,48.0,49,3,46,49,0.5531914893617021,0.6595744680851063,True,False
6096,6096,0,False,,,,,,4.0,0.5211267605633803,False,4.0,lower,50.0,70,0,70,70,0.18571428571428572,0.21428571428571427,False,False
6097,6097,0,False,,,,,,4.0,0.2571428571428571,True,14.0,upper,20.0,34,0,34,34,0.0,0.0,False,False
6098,6098,0,True,5.0,2.0,3.0,22.0,6.0,,0.6666666666666666,False,2.0,upper,27.0,53,6,47,53,0.3541666666666667,0.4791666666666667,False,False
6099,6099,1,True,7.0,2.0,4.0,22.0,8.0,,0.881578947368421,False,,,,75,8,67,75,0.7205882352941176,0.7647058823529411,False,False
6100,6100,0,False,,,,,,7.0,0.3695652173913043,True,3.0,upper,39.0,45,0,45,45,0.022222222222222223,0.08888888888888889,False,False
6101,6101,0,False,,,,,,4.0,0.23529411764705882,True,1.0,upper,12.0,33,0,33,33,0.030303030303030304,0.06060606060606061,False,False
6102,6102,0,True,2.0,4.0,1.0,18.0,3.0,,0.6481481481481481,False,,,,53,3,50,53,0.4117647058823529,0.45098039215686275,False,True
6103,6103,1,True,7.0,0.0,4.0,25.0,8.0,,0.7530864197530864,False,,,,80,8,72,80,0.5616438356164384,0.6575342465753424,False,False
6104,6104,1,True,5.0,3.0,3.0,20.0,6.0,,0.7586206896551724,False,2.0,upper,53.0,57,6,51,57,0.5769230769230769,0.6730769230769231,True,False
6105,6105,0,False,,,,,,10.0,0.2857142857142857,True,11.0,lower,31.0,48,0,48,48,0.0,0.0625,False,False
6106,6106,1,True,4.0,2.0,2.0,22.0,5.0,,0.9215686274509803,False,,,,50,5,45,50,0.6521739130434783,0.7391304347826086,False,False
6107,6107,1,True,3.0,4.0,2.0,18.0,4.0,,0.7894736842105263,False,,,,37,4,33,37,0.5588235294117647,0.7058823529411765,False,False
6108,6108,1,True,2.0,4.0,1.0,18.0,3.0,,0.7428571428571429,False,,,,34,3,31,34,0.71875,0.71875,True,False
6109,6109,1,True,6.0,0.0,3.0,25.0,7.0,,0.7962962962962963,False,1.0,upper,50.0,53,7,46,53,0.5957446808510638,0.6595744680851063,False,True
6110,6110,1,True,7.0,2.0,5.0,22.0,8.0,,0.9574468085106383,False,,,,46,8,38,46,0.5897435897435898,0.717948717948718,False,True
